iter	RMSE
570	135.0378331
571	134.9805252
572	134.908976
573	134.7704573
574	134.4638469
575	134.2520679
576	134.0442235
577	133.9560986
578	133.6045295
579	133.4483348
580	133.2706677
581	133.0703384
582	132.7845551
583	132.7227859
584	132.6164219
585	132.4671221
586	132.3349761
587	132.0706313
588	131.969223
589	131.731564
590	131.6370247
591	131.3410492
592	131.2831051
593	131.1593881
594	131.0662185
595	130.850319
596	130.7504645
597	130.6918652
598	130.5878093
599	130.4647533
600	130.2467152
601	130.1306131
602	129.9459399
603	129.8890677
604	129.8035106
605	129.6969889
606	129.3702379
607	129.2613839
608	129.2184436
609	129.1473356
610	129.0571185
611	128.7500842
612	128.4910028
613	127.9531039
614	127.8139725
615	127.6520839
616	127.5460223
617	127.342333
618	127.2661782
619	127.226416
620	126.7357601
621	126.5918927
622	126.3752448
623	126.3117907
624	126.1015633
625	125.9722814
626	125.9229379
627	125.8293517
628	125.4436057
629	125.363149
630	125.2859278
631	125.1551175
632	124.8338724
633	124.6357189
634	124.5888212
635	124.2187674
636	124.0199453
637	123.9113923
638	123.8235421
639	123.3737564
640	123.2126963
641	123.1252593
642	123.00943
643	122.8412813
644	122.8009356
645	122.6763579
646	122.5806081
647	122.2567284
648	122.1639092
649	122.0393158
650	121.9105069
651	121.8551429
652	121.7648836
653	121.5793238
654	121.5146364
655	121.4415155
656	121.339038
657	121.2614056
658	121.0500758
659	120.9623209
660	120.888192
661	120.8463713
662	120.748119
663	120.6707171
664	120.5102358
665	120.3561524
666	120.2877503
667	120.186287
668	120.0326991
669	119.9304185
670	119.8546988
671	119.783171
672	119.7152252
673	119.6648045
674	119.5891542
675	119.4426567
676	119.2952251
677	119.0249779
678	118.8370377
679	118.7289782
680	118.6266153
681	118.5333469
682	118.4915032
683	118.4269611
684	118.3642836
685	118.2897247
686	118.194522
687	118.1462071
688	118.0339017
689	117.9862354
690	117.9433985
691	117.9097657
692	117.8565602
693	117.7529108
694	117.6334092
695	117.5339029
696	117.4493702
697	117.3747836
698	117.2178488
699	117.1653605
700	116.9911064
701	116.8226612
702	116.7144761
703	116.6448142
704	116.3514763
705	116.2704538
706	116.0938572
707	115.796893
708	115.6826731
709	115.608426
710	115.5182253
711	115.3411541
712	115.2661852
713	115.1557558
714	114.9988895
715	114.816897
716	114.7803303
717	114.7076385
718	114.6356214
719	114.5660797
720	114.4816497
721	114.4246542
722	114.3079805
723	114.2195138
724	114.1333631
725	113.9190327
726	113.7940989
727	113.6891735
728	113.5599565
729	113.4732076
730	113.3386301
731	113.0089974
732	112.9091959
733	112.8710925
734	112.7350149
735	112.6472474
736	112.6103433
737	112.4097449
738	112.2700741
739	112.1860528
740	112.0292943
741	111.8732474
742	111.7616089
743	111.7149461
744	111.6788113
745	111.5603487
746	111.5093772
747	111.4299807
748	111.3459848
749	111.2702294
750	111.1738501
751	111.1255359
752	111.004252
753	110.9297763
754	110.85748
755	110.4147255
756	110.1005195
757	110.0267371
758	109.9132111
759	109.87761
760	109.8326924
761	109.7586893
762	109.6863477
763	109.6386083
764	109.5426403
765	109.4305909
766	109.3789962
767	109.2832205
768	109.1672757
769	109.0899926
770	109.0026448
771	108.9160191
772	108.8288756
773	108.7928643
774	108.706844
775	108.5816617
776	108.5355059
777	108.4271556
778	108.3735283
779	108.1849114
780	108.1383588
781	108.021306
782	107.9140843
783	107.8679631
784	107.8098104
785	107.7714011
786	107.7248919
787	107.6670224
788	107.6369632
789	107.3669799
790	107.3161734
791	107.2618903
792	107.1980881
793	107.1662222
794	107.0918656
795	107.0064439
796	106.8962743
797	106.8012845
798	106.6694922
799	106.5924669
800	106.5213178
801	106.4123853
802	106.3065846
803	106.2726067
804	106.1738595
805	106.1125219
806	105.9576548
807	105.8591777
808	105.7890511
809	105.7413051
810	105.6361164
811	105.5601268
812	105.5036013
813	105.2389973
814	105.2079229
815	105.1621927
816	105.0706003
817	104.9952731
818	104.8789494
819	104.8108236
820	104.5745363
821	104.538367
822	104.4574938
823	104.390997
824	104.3624866
825	104.3190328
826	104.1468755
827	104.1156673
828	104.0308836
829	103.9543963
830	103.8616548
831	103.765739
832	103.6269726
833	103.5278849
834	103.445476
835	103.389818
836	103.3317889
837	103.2431438
838	103.1439711
839	103.0517202
840	102.8553293
841	102.806089
842	102.7507942
843	102.6883559
844	102.5792016
845	102.3588521
846	102.2439919
847	102.2090432
848	102.0985317
849	102.0014391
850	101.93003
851	101.7766019
852	101.6997939
853	101.6267783
854	101.5724305
855	101.4981329
856	101.3965966
857	101.3483404
858	101.2406947
859	101.1392191
860	101.0803016
861	101.0031047
862	100.9406695
863	100.9062974
864	100.8511027
865	100.7914404
866	100.6654251
867	100.620861
868	100.5483643
869	100.4670751
870	100.3951861
871	100.2542587
872	100.2009138
873	100.133186
874	100.0990569
875	100.043218
876	99.87315891
877	99.84136277
878	99.73838096
879	99.65622656
880	99.53812857
881	99.50385998
882	99.46244238
883	99.36241982
884	99.29925033
885	99.26097763
886	99.23359967
887	99.19440181
888	99.09360457
889	99.01270623
890	98.92702262
891	98.8764536
892	98.82315251
893	98.75376099
894	98.65467843
895	98.63136643
896	98.52691936
897	98.44854717
898	98.39494296
899	98.32907078
900	98.29039543
901	98.25694771
902	98.22635747
903	98.16017958
904	98.10530101
905	98.07027604
906	97.85458594
907	97.81351013
908	97.5969506
909	97.55405599
910	97.49748042
911	97.42275894
912	97.35397875
913	97.31728011
914	97.2809122
915	97.24354449
916	97.21019455
917	97.16176878
918	96.99777341
919	96.96791064
920	96.72851998
921	96.62591391
922	96.6028931
923	96.533335
924	96.50830531
925	96.41886068
926	96.37610796
927	96.31090542
928	96.23706555
929	96.19838534
930	96.11559406
931	95.94257308
932	95.90404409
933	95.83970839
934	95.7209633
935	95.63291776
936	95.56475215
937	95.47368479
938	95.40961746
939	95.38189008
940	95.30997653
941	95.28302199
942	95.21889725
943	95.18346901
944	95.12817596
945	95.07464284
946	95.00662594
947	94.86747681
948	94.7979716
949	94.73078794
950	94.621383
951	94.57511892
952	94.54549823
953	94.4668187
954	94.44206668
955	94.35826525
956	94.25796419
957	94.16890984
958	94.11051719
959	94.03605451
960	93.97889471
961	93.93313107
962	93.9048712
963	93.78783144
964	93.75586088
965	93.72836512
966	93.69083263
967	93.64418967
968	93.43687054
969	93.40925734
970	93.37678984
971	93.2917153
972	93.22236685
973	92.92977102
974	92.90484881
975	92.82724298
976	92.775876
977	92.721344
978	92.6869279
979	92.3347897
980	92.17936844
981	92.02885126
982	91.97444956
983	91.95150867
984	91.92480245
985	91.89028852
986	91.8689529
987	91.83525587
988	91.76991154
989	91.69332825
990	91.64155366
991	91.61329904
992	91.56613328
993	91.50875638
994	91.36017899
995	91.32900395
996	91.00548415
997	90.87817361
998	90.80186747
999	90.76889788
